,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0,90.29443508426276,87.99437133977123,91.14465100877939,91.4127747504138,89.62493251956563,93.65067060530993,94.55897048119755,93.94420848555473,92.83579399647596,97.41994904186126,97.45500476608132,97.84854794348587,99.62058626170881,99.68788160069258,101.10532023067354,103.02572191155829,104.1399541144901
1,90.38886357604292,90.42903537120641,91.82957252109968,89.25925824858366,90.43372760862616,91.79881218651947,92.1442802608746,94.02593470796137,92.77101174447976,95.3056495710018,98.43007436568848,97.85782364675592,99.06453626801431,101.6470907249257,101.67016712141691,104.1062705609237,104.93901608574119
2,89.99024256347518,89.65607382128887,89.74994027657365,89.2821997516053,90.71697987957671,92.69749805706986,94.4871797102406,93.76283991645653,96.1403398752176,95.59654725990885,98.09981751442753,100.12530381688336,100.96766682049642,99.66427020535338,102.44767735879209,102.6145683866957,104.51176922523136
3,88.44067226921739,89.9346955264177,89.22775770223488,92.24949191931753,90.08652695308189,91.98857154896154,94.67101551789925,95.21638106582499,96.75399836005539,95.29898211566595,97.06652990994961,97.58939983630246,101.00590374651571,101.75594086203817,102.90230765795037,103.16588526313491,103.94204573494366
4,88.42210860462475,87.65571155544684,90.95213450980539,89.12149428381089,92.43407683509965,91.36835367402296,92.43305589873289,94.60828314083024,94.5893336068174,97.06623613117193,96.9696053453589,98.62175139891964,101.36049254756372,99.7612658903047,101.58825550006279,102.93983537228979,104.69941806705774
5,90.20649363579888,90.14472273304976,91.60042045377342,89.38110033933584,91.32929078561055,93.31590978489115,92.66059921881187,93.73371158495287,95.02723018557447,97.52757754973379,97.00670154560225,100.03407955381141,101.51149069109188,99.92819616082684,101.21914392261395,102.84351932611797,103.3411559520917
6,89.69933500299929,87.94777936520974,91.65850338756138,89.74008006807519,91.02825051999696,90.6430323296564,92.43092680586,94.0637572339285,95.2482913187123,95.24513872776406,97.54840467310953,97.34692155308878,98.39863827886771,100.39962472519383,103.47277636529314,103.50408197608625,104.09577408801911
7,90.44151707321845,90.7259118165446,90.43334008010778,91.46651810131371,92.09688507603067,90.96324761913746,92.94444041265447,94.77813949321012,92.88764937090107,96.24139514186461,96.48154581380923,97.46240807707257,98.55524800893095,100.76782256972044,103.24245286056752,104.4449238176298,105.74562145262497
8,90.4918247780114,90.34583507408425,89.8869985743554,89.37918861020167,92.94541329256029,90.35957328505485,95.1613397220197,95.21257763861018,94.35622615009672,96.88431013190103,98.18157236345006,97.36947357428271,99.33923429277561,101.9567574209268,102.8319051892131,102.64534173213083,105.11092033467683
9,88.18696017030926,90.52620085294905,90.82456058885442,89.50409132695255,90.41071543414252,92.58638184064507,93.45707924463107,93.17004489544851,96.68530482543096,96.32486288022925,96.55982285532994,99.21087774132592,99.48326643160671,102.46165055099009,103.31019224957065,103.7132693360692,103.83162463424392
10,88.12758484061828,87.83753435144993,90.47842808044842,89.73030455569078,91.52301426074764,91.26281112568594,94.498237394609,94.85855922932019,95.24903778271751,96.05816700928709,96.96903203079172,99.5850562529352,98.62737590381619,100.9980644547102,103.10211861597702,104.203501865926,104.69416957292599
11,90.10175201157129,88.43053545334537,91.123735056712,90.01802799284627,90.83496815445503,92.78401986828914,92.27347346579324,93.51189787538152,95.80118242831067,96.69624009294446,98.79760735613004,98.92376330707175,98.36182319892403,99.9777352219605,102.13267274915512,102.78188179063916,105.47675164057716
12,91.02316300900209,87.77290220693457,89.29373176881332,91.66268112534641,92.84726729818988,91.43396647147088,93.02812049609675,95.00613083610479,95.07145208276872,95.81843539419008,96.71764139413092,99.54558359612486,100.46479425852698,100.06481551582463,103.4317146652489,102.1947672393455,105.7563829269711
13,88.10052004469112,90.25273650737837,89.69279189909052,92.1263622078507,89.37405469639594,91.60422829372342,93.81028441680743,93.41074950567331,93.73412182835658,95.2116243943566,97.39519744552746,98.01509839753894,100.70225555754976,99.8327542212225,102.68406791609634,102.20717547328903,105.48480472067793
14,89.19861765488267,87.55951769884648,90.87628125892775,91.08503278737649,89.81715027544749,93.04572971078746,92.40849014408779,95.2921537292462,94.89410146347299,97.94057152772369,97.70528897079653,97.99319792405018,99.12253346176433,101.28436984405829,102.08803812908637,102.6402588195527,103.87958947154256
15,90.1518148293044,88.46692245530303,90.02194031146963,90.65801538573305,92.17560927603905,90.47734106591646,92.92191179556893,94.28928019366036,93.50863173960069,97.31388741252981,98.14037874356605,99.55241380668464,99.06476395395698,101.35574479660004,101.10520579697479,102.15558816727643,105.48487921942994
16,89.7310552863174,89.27510135447085,89.44817429326889,91.92693343299663,90.77245797432887,92.80534694657578,94.0330871289279,95.09574554046034,94.80261129347602,96.26700752943877,98.78736911939959,99.47518150423427,99.93788778008432,100.92833335979884,103.32186330988999,103.44613511293079,104.14671505309221
